subject,sessionIndex,rep,DD.period.t,UU.period.t,DD.t.i,UU.t.i,DD.i.e,UU.i.e,DD.e.five,UU.e.five,DD.five.Shift.r,UU.five.Shift.r,DD.Shift.r.o,UU.Shift.r.o,DD.o.a,UU.o.a,DD.a.n,UU.a.n,DD.n.l,UU.n.l,DD.l.Return,UU.l.Return
s053,3,8,0.3285,0.2515,0.0681,0.0953,0.0704,0.0628,0.2438,0.2432,0.3374,0.3240,0.2343,0.2611,0.1414,0.1486,0.0496,0.0716,0.0903,0.1010,0.3235,0.2910
s053,3,9,0.1915,0.1150,0.0755,0.1251,0.0749,0.0393,0.2042,0.1955,0.2605,0.2518,0.1905,0.2258,0.1114,0.1331,0.0866,0.0903,0.0947,0.1021,0.2817,0.2175
s053,3,10,0.2278,0.1542,0.0686,0.1114,0.0905,0.0588,0.1973,0.1746,0.4347,0.4455,0.2226,0.2640,0.1182,0.1288,0.0386,0.0437,0.1034,0.1221,0.2342,0.2019
s053,3,11,0.2903,0.2494,0.1076,0.1137,0.1277,0.1129,0.4744,0.4705,0.3171,0.3007,0.2419,0.2670,0.1230,0.1088,0.0088,0.0679,0.0960,0.0770,0.3542,0.2545
s053,3,12,0.2368,0.1759,0.0657,0.1148,0.0892,0.0399,0.2016,0.2134,0.3176,0.3239,0.2715,0.2939,0.1351,0.1321,0.0489,0.0769,0.0758,0.0723,0.2171,0.1917
s053,3,13,0.1711,0.0957,0.0829,0.1111,0.0604,0.0272,0.1747,0.1900,0.4126,0.4073,0.2422,0.2870,0.1322,0.1449,0.0715,0.0663,0.0789,0.1013,0.2672,0.2370
s053,3,14,0.2054,0.1142,0.0739,0.1311,0.0704,0.0214,0.2714,0.2740,0.2994,0.2838,0.2123,0.2608,0.1235,0.1475,0.0649,0.0700,0.0957,0.0767,0.2241,0.2206
s053,3,15,0.1658,0.0907,0.1053,0.1668,0.0755,0.0056,0.1620,0.1780,0.2773,0.2805,0.2470,0.3021,0.1750,0.1528,0.0599,0.1053,0.1097,0.0984,0.2392,0.1999
s053,3,16,0.1189,0.0511,0.1275,0.1750,0.0496,-0.0254,0.1931,0.2203,0.3184,0.3234,0.2962,0.3347,0.1399,0.1313,0.0626,0.0892,0.0863,0.0986,0.2407,0.1904
s053,3,17,0.1276,0.0847,0.0979,0.1493,0.0583,0.0045,0.1952,0.2034,0.4812,0.4849,0.2526,0.2620,0.1132,0.1307,0.0565,0.0766,0.0639,0.0625,0.2159,0.1958
s053,3,18,0.1564,0.0865,0.1011,0.1554,0.0947,0.0446,0.1704,0.1807,0.2588,0.2485,0.1889,0.2103,0.1038,0.1615,0.0090,0.0256,0.1144,0.0812,0.2072,0.1813
s053,3,19,0.1395,0.0752,0.1011,0.1454,0.0749,0.0193,0.1573,0.1683,0.2433,0.2412,0.1952,0.2221,0.0830,0.1162,0.0615,0.0771,0.1015,0.0596,0.1764,0.1719
s053,3,20,0.2468,0.1930,0.0615,0.1121,0.0960,0.0393,0.8489,0.8911,0.4020,0.3648,0.1773,0.2190,0.1093,0.1218,0.0423,0.0721,0.0911,0.0583,0.1719,0.1687
s053,3,21,0.1495,0.0783,0.1153,0.1555,0.0599,0.0235,0.1771,0.1794,0.3822,0.3827,0.2029,0.2203,0.1001,0.1376,0.0568,0.0534,0.0691,0.0625,0.1838,0.1740
s053,3,22,0.1247,0.0783,0.1264,0.1826,0.0749,0.0032,0.1533,0.1738,0.3055,0.2934,0.2055,0.2160,0.1510,0.1415,0.0214,0.0584,0.0586,0.0614,0.1842,0.1740
s053,3,23,0.2273,0.1469,0.0813,0.1316,0.0762,0.0472,0.2867,0.2851,0.3094,0.3071,0.2014,0.2185,0.1119,0.1599,0.0818,0.0739,0.0828,0.0833,0.2758,0.2534
s053,3,24,0.1771,0.1107,0.0684,0.1141,0.0673,0.0306,0.1963,0.2068,0.3050,0.2873,0.2369,0.2517,0.1025,0.1270,0.0781,0.0855,0.0564,0.0588,0.6144,0.6239
s053,3,25,0.2402,0.1833,0.0813,0.1253,0.0915,0.0633,0.1804,0.1867,0.3247,0.3110,0.2084,0.2342,0.0919,0.1297,0.0787,0.0755,0.0762,0.0575,0.1862,0.1848
s053,3,26,0.1709,0.1047,0.0921,0.1410,0.0726,0.0240,0.1601,0.1793,0.2738,0.2622,0.2310,0.2566,0.1238,0.1677,0.0758,0.0779,0.0779,0.0541,0.1925,0.1782
s053,3,27,0.1886,0.1100,0.0903,0.1486,0.0794,0.0573,0.2332,0.2165,0.3047,0.3079,0.2257,0.2402,0.0930,0.1264,0.0736,0.0793,0.0765,0.0556,0.1830,0.1714
s053,3,28,0.1642,0.0938,0.1026,0.1422,0.0649,0.0087,0.1345,0.1633,0.3185,0.3137,0.2500,0.2761,0.1059,0.1273,0.0713,0.0695,0.0791,0.0646,0.1812,0.1735
s053,3,29,0.1347,0.1274,0.0982,0.1330,0.1077,0.0715,0.2265,0.2418,0.6174,0.5948,0.1734,0.2037,0.0917,0.1110,0.0863,0.0832,0.0655,0.0567,0.1935,0.1813
s053,3,30,0.1315,0.0574,0.1206,0.1607,0.0668,0.0148,0.1656,0.1804,0.2894,0.2815,0.2220,0.2436,0.1096,0.1497,0.0578,0.0579,0.0805,0.0464,0.1656,0.1948
s053,3,31,0.2932,0.2225,0.0792,0.1096,0.0892,0.0580,0.1833,0.1715,0.3780,0.3830,0.2232,0.2348,0.0779,0.1357,0.0431,0.0471,0.0934,0.0775,0.2244,0.2117
s053,3,32,0.1334,0.0897,0.1148,0.1425,0.0269,-0.0066,0.2116,0.1955,0.5793,0.5893,0.2981,0.3197,0.0834,0.1196,0.0979,0.0961,0.0668,0.0469,0.1761,0.1822
s053,3,33,0.3995,0.3465,0.0642,0.1050,0.1126,0.0889,0.4541,0.4425,0.3680,0.3503,0.2203,0.2520,0.0848,0.1189,0.0792,0.0951,0.0787,0.0477,0.1922,0.1919
s053,3,34,0.2310,0.1566,0.1504,0.2256,0.0960,0.0525,0.4025,0.4333,0.4170,0.3629,0.2155,0.2828,0.0855,0.1059,0.0792,0.0721,0.0829,0.0214,0.2721,0.3237
s053,3,35,0.1572,0.0920,0.0939,0.1433,0.0884,0.0032,0.6675,0.7229,0.3583,0.3438,0.2296,0.2335,0.0800,0.1322,0.0520,0.0632,0.0876,0.0572,0.2033,0.2033
s053,3,36,0.1108,0.0696,0.1087,0.1689,0.0578,-0.0045,0.2115,0.2305,0.3158,0.2952,0.2804,0.2749,0.0259,0.1386,0.1307,0.0897,0.3631,0.3204,0.2486,0.2737
s053,3,37,0.1176,0.0614,0.1491,0.2029,0.0857,0.0348,0.1881,0.1989,0.3045,0.3029,0.2129,0.2311,0.0998,0.1317,0.0628,0.0837,0.0889,0.0535,0.2043,0.1724
s053,3,38,0.1518,0.1062,0.0871,0.1349,0.1093,0.0531,0.2171,0.2274,0.3232,0.3269,0.2148,0.2258,0.0863,0.1304,0.0520,0.0628,0.0902,0.0823,0.2217,0.2082
s053,3,39,0.2318,0.1643,0.0710,0.1167,0.0900,0.0441,0.2216,0.2163,0.2847,0.2802,0.2066,0.1958,0.0869,0.1634,0.0681,0.0976,0.1287,0.1627,0.4440,0.3820
s053,3,40,0.4388,0.4082,0.0850,0.0797,0.1126,0.1105,0.5274,0.5124,0.5373,0.5286,0.1928,0.2390,0.1162,0.0920,0.0365,0.0871,0.0744,0.0403,0.5023,0.5440
s053,3,41,0.5632,0.5031,0.0729,0.1045,0.1061,0.0906,0.2102,0.2120,0.2744,0.2673,0.1984,0.2232,0.0940,0.1175,0.0307,0.0479,0.0905,0.0775,0.2502,0.2407
s053,3,42,0.1829,0.1299,0.0802,0.1314,0.0973,0.0298,0.1364,0.1907,0.3440,0.3050,0.2451,0.2742,0.0608,0.0742,0.0676,0.0782,0.0995,0.0944,0.2170,0.1954
s053,3,43,0.1566,0.0978,0.1008,0.1325,0.0857,0.0470,0.1555,0.1754,0.2886,0.2741,0.2517,0.2963,0.1241,0.1265,0.0726,0.0890,0.0665,0.0815,0.2531,0.2098
s053,3,44,0.1814,0.1445,0.1158,0.1395,0.0836,0.0641,0.2186,0.2157,0.2989,0.3066,0.2554,0.2844,0.0990,0.1417,0.1037,0.0903,0.0876,0.0836,0.2639,0.2362
s053,3,45,0.1456,0.0897,0.1309,0.1723,0.0710,0.0209,0.1857,0.1907,0.2873,0.2796,0.2636,0.3262,0.1072,0.0937,0.1109,0.1364,0.0941,0.0599,0.2370,0.2486
s053,3,46,0.1556,0.1033,0.1042,0.1496,0.1100,0.0235,0.6262,0.6647,0.2994,0.2883,0.3170,0.3450,0.0756,0.1035,0.1077,0.1265,0.0878,0.0852,0.2329,0.2152
s053,3,47,0.1125,0.0841,0.1573,0.1757,0.0936,0.0425,0.1960,0.1959,0.2857,0.2847,0.1956,0.2235,0.0995,0.1175,0.0787,0.0934,0.0725,0.0604,0.2193,0.1776
s053,3,48,0.2030,0.1405,0.0863,0.1367,0.0989,0.0438,0.2232,0.2493,0.3941,0.3767,0.2393,0.3316,0.1169,0.0275,0.1918,0.2464,0.0923,0.1094,0.2908,0.2562
s053,3,49,0.1822,0.1197,0.0792,0.1320,0.0646,0.0050,0.1570,0.1702,0.2908,0.3003,0.2137,0.2403,0.0988,0.1331,0.0446,0.0431,0.0728,0.0715,0.5652,0.5685
s053,3,50,0.2389,0.1927,0.0599,0.1037,0.0997,0.0586,0.2187,0.1913,0.2644,0.2836,0.2686,0.3171,0.1030,0.1033,0.0686,0.0829,0.0694,0.0583,0.2028,0.1964
s053,4,1,0.2275,0.1503,0.0571,0.1030,0.0662,0.0304,0.1929,0.1952,0.2834,0.2752,0.1768,0.1863,0.0748,0.1352,0.0763,0.0713,0.0709,0.0583,0.1627,0.1600
s053,4,2,0.1363,0.0709,0.1027,0.1325,0.0691,0.0385,0.1820,0.1638,0.2583,0.2641,0.2124,0.2414,0.0795,0.1193,0.0612,0.0600,0.0821,0.0504,0.1664,0.1453
s053,4,3,0.1266,0.0736,0.0831,0.1380,0.0602,0.0111,0.9228,0.9378,0.3062,0.3044,0.2338,0.2354,0.0586,0.0790,0.0698,0.0992,0.0899,0.0662,0.1706,0.1753
s053,4,4,0.1308,0.0714,0.0897,0.1420,0.0604,-0.0053,0.1454,0.1918,0.2926,0.2601,0.1799,0.1874,0.0460,0.1093,0.1188,0.1050,0.0696,0.0446,0.1743,0.1745
s053,4,5,0.1445,0.0880,0.0818,0.1220,0.0504,-0.0101,0.6547,0.7032,0.3585,0.3406,0.2074,0.2077,0.0925,0.1426,0.0462,0.0576,0.0855,0.0491,0.1796,0.1798
s053,4,6,0.1313,0.0793,0.1079,0.1497,0.0515,0.0143,0.1829,0.1799,0.3788,0.3672,0.1865,0.2242,0.1124,0.1283,0.0438,0.0652,0.0792,0.0680,0.1863,0.1732
s053,4,7,0.2447,0.1703,0.0518,0.0824,0.0644,0.0517,0.5528,0.5560,0.3261,0.3084,0.1929,0.1991,0.0555,0.1228,0.0561,0.0439,0.0860,0.0709,0.1969,0.2011
s053,4,8,0.2067,0.1484,0.0359,0.0699,0.0633,0.0438,0.1859,0.1806,0.2461,0.2456,0.1654,0.1639,0.0476,0.0958,0.0478,0.0876,0.1052,0.0778,0.2006,0.1929
s053,4,9,0.1316,0.1007,0.1003,0.1452,0.0665,-0.0037,0.1364,0.1612,0.2636,0.2694,0.1883,0.1928,0.0510,0.1323,0.0977,0.0819,0.0897,0.0496,0.2184,0.2344
s053,4,10,0.3484,0.2927,0.0631,0.0892,0.0588,0.0272,0.1928,0.1957,0.2934,0.2865,0.1641,0.1913,0.1135,0.1486,0.0375,0.0396,0.0794,0.0541,0.1767,0.1972
s053,4,11,0.1332,0.1152,0.0915,0.1274,0.0749,0.0290,0.1880,0.1944,0.6288,0.5742,0.2296,0.2899,0.0919,0.1381,0.0499,0.0467,0.0717,0.0630,0.2544,0.2534
s053,4,12,0.1795,0.1291,0.0696,0.1156,0.0620,0.0082,0.1908,0.1981,0.5961,0.6275,0.2108,0.2295,0.1159,0.1334,0.0660,0.0676,0.0784,0.0498,0.1726,0.1742
s053,4,13,0.3249,0.3093,0.1076,0.1227,0.1209,0.1029,0.2255,0.2184,0.3131,0.3052,0.1730,0.2131,0.1207,0.1682,0.0805,0.0549,0.0794,0.0546,0.2251,0.2188
s053,4,14,0.1287,0.1023,0.0955,0.1435,0.1085,0.0534,0.8039,0.8250,0.3321,0.3081,0.1689,0.1974,0.1199,0.1624,0.0742,0.0869,0.0805,0.0251,0.1786,0.1972
s053,4,15,0.1342,0.0986,0.1295,0.1522,0.0829,0.0584,0.2008,0.1992,0.2868,0.2768,0.2206,0.2620,0.1152,0.1436,0.0910,0.0914,0.0757,0.0261,0.1377,0.1740
s053,4,16,0.1295,0.1092,0.1085,0.1494,0.0831,0.0786,0.2097,0.1907,0.2889,0.2704,0.1818,0.2198,0.1025,0.1421,0.0626,0.0613,0.0871,0.0338,0.1693,0.1724
s053,4,17,0.1384,0.0801,0.1187,0.1576,0.0673,0.0449,0.2161,0.2144,0.3577,0.3487,0.2166,0.2216,0.1111,0.1495,0.0431,0.0916,0.1029,0.0517,0.1943,0.1974
s053,4,18,0.1099,0.0751,0.1427,0.1967,0.0878,0.0085,0.1825,0.2236,0.2968,0.2625,0.1802,0.2285,0.1117,0.1616,0.0288,0.0407,0.1073,0.0599,0.1902,0.1731
s053,4,19,0.1221,0.0815,0.1098,0.1499,0.9402,0.9592,0.3653,0.3167,0.3663,0.3719,0.2717,0.2685,0.0977,0.1186,0.0454,0.0726,0.0839,0.0643,0.1906,0.1874
s053,4,20,0.1488,0.1501,0.0753,0.1198,0.1124,0.0589,0.1791,0.1802,0.3319,0.3245,0.1708,0.2196,0.0837,0.1090,0.0821,0.0705,0.0707,0.0491,0.1738,0.1880
s053,4,21,0.1340,0.0865,0.1359,0.1285,0.0509,0.0372,0.2042,0.2569,0.4489,0.3928,0.1810,0.2007,0.0913,0.1504,0.0612,0.0523,0.0865,0.0538,0.1371,0.1988
s053,4,22,0.1326,0.1149,0.1058,0.1320,0.0578,0.0396,0.2050,0.2068,0.3113,0.3060,0.2406,0.2459,0.0735,0.1281,0.0583,0.0562,0.0773,0.0609,0.1779,0.1782
s053,4,23,0.1200,0.0757,0.1274,0.1736,0.0604,0.0370,0.2003,0.1904,0.2988,0.2888,0.2392,0.2795,0.0982,0.1125,0.0847,0.0885,0.0818,0.0443,0.1564,0.1737
s053,4,24,0.1529,0.0862,0.0858,0.1383,0.0694,0.0285,0.2184,0.2013,0.2960,0.3092,0.2045,0.2693,0.1016,0.1135,0.0628,0.0563,0.0902,0.0746,0.2207,0.1872
s053,4,25,0.1521,0.0825,0.0955,0.1396,0.0918,0.0438,0.1947,0.2010,0.2934,0.2852,0.1849,0.1886,0.0782,0.1605,0.0842,0.0679,0.0728,0.0778,0.2252,0.1879
s053,4,26,0.1332,0.1163,0.1045,0.1462,0.0826,0.0399,0.1528,0.1667,0.2678,0.2499,0.2159,0.2521,0.0779,0.0737,0.0368,0.0742,0.0934,0.0733,0.1822,0.1627
s053,4,27,0.2281,0.1600,0.1176,0.1477,0.1019,0.0494,0.1930,0.2207,0.3380,0.3317,0.2582,0.2242,0.0748,0.1666,0.0431,0.0513,0.0910,0.0630,0.2065,0.2041
s053,4,28,0.2268,0.1519,0.0863,0.1161,0.0882,0.0779,0.3901,0.3566,0.4358,0.4706,0.2525,0.2778,0.1061,0.1051,0.0322,0.0610,0.0892,0.0348,0.1500,0.2035
s053,4,29,0.1374,0.1081,0.1021,0.1370,0.0739,0.0393,0.2076,0.2266,0.3121,0.2857,0.1539,0.2058,0.1029,0.1124,0.0293,0.0571,0.0984,0.0741,0.1930,0.1590
s053,4,30,0.1426,0.1062,0.1169,0.1430,0.2398,0.2203,0.2851,0.2569,0.3055,0.3081,0.2485,0.2770,0.0885,0.1392,0.0605,0.0465,0.6968,0.6794,0.2070,0.2341
s053,4,31,0.1210,0.0643,0.1432,0.1810,0.0665,0.0119,0.1723,0.1984,0.2612,0.2485,0.1895,0.2314,0.0979,0.1408,0.0689,0.0370,0.0678,0.0514,0.1533,0.1643
s053,4,32,0.1126,0.0930,0.1039,0.1635,0.0907,0.0451,0.1981,0.1992,0.2813,0.2654,0.1910,0.2211,0.0961,0.1297,0.0605,0.0626,0.0699,0.0369,0.1456,0.1698
s053,4,33,0.1229,0.0680,0.0926,0.1493,0.0770,0.0174,0.1493,0.1678,0.2956,0.2895,0.1832,0.2064,0.0874,0.1497,0.1103,0.0689,0.0633,0.0269,0.1247,0.1824
s053,4,34,0.3478,0.2742,0.0544,0.0882,0.0562,0.0562,0.6167,0.6079,0.2704,0.2559,0.1955,0.2280,0.0766,0.1346,0.0615,0.0375,0.0759,0.0498,0.2687,0.2410
s053,4,35,0.2441,0.1516,0.0558,0.1030,0.0807,0.0443,0.1897,0.1744,0.2520,0.2580,0.1696,0.2335,0.1051,0.0990,0.0612,0.0803,0.0800,0.0430,0.1793,0.1819
s053,4,36,0.1749,0.1480,0.0769,0.1275,0.0860,0.0362,0.1681,0.1678,0.3965,0.3957,0.2103,0.2393,0.0856,0.1369,0.0839,0.0409,0.0433,0.0525,0.1709,0.1626
s053,4,37,0.1131,0.0762,0.0997,0.1583,0.0718,0.0240,0.1585,0.1564,0.2799,0.2865,0.2519,0.2644,0.0637,0.1198,0.1106,0.0858,0.0733,0.0657,0.1951,0.1652
s053,4,38,0.1144,0.0686,0.1204,0.1789,0.0836,0.0093,0.1939,0.2004,0.3445,0.3677,0.3057,0.3011,0.0062,0.0663,0.5186,0.4803,0.1670,0.1733,0.1859,0.1959
s053,4,39,0.1584,0.1173,0.1016,0.1217,0.0668,0.0438,0.2174,0.2155,0.2541,0.2417,0.1888,0.2344,0.0818,0.1067,0.0929,0.0806,0.0676,0.0535,0.1519,0.1550
s053,4,40,0.1464,0.0678,0.0979,0.1438,0.0889,0.0472,0.1841,0.1939,0.2612,0.2385,0.1710,0.1987,0.0698,0.1094,0.0942,0.0969,0.0853,0.0636,0.1785,0.1842
s053,4,41,0.1756,0.1025,0.0865,0.1334,0.0849,0.0464,0.1777,0.1838,0.2490,0.2353,0.1773,0.1984,0.0914,0.1560,0.0934,0.0497,0.0633,0.0520,0.1562,0.1685
s053,4,42,0.1329,0.0923,0.1000,0.1480,0.0741,0.0451,0.4254,0.4235,0.2954,0.2767,0.1897,0.2258,0.0985,0.1332,0.0373,0.0423,0.0701,0.0517,0.1860,0.1523
s053,4,43,0.1355,0.1342,0.1029,0.1596,0.1018,0.0583,0.3273,0.3083,0.3160,0.3049,0.1952,0.2261,0.0953,0.1394,0.0602,0.0626,0.0760,0.0462,0.1675,0.1848
s053,4,44,0.2523,0.2365,0.0887,0.1043,0.0710,0.0404,0.1958,0.1958,0.3317,0.3227,0.1654,0.1941,0.0895,0.1215,0.0544,0.0515,0.0715,0.0335,0.1345,0.1759
s053,4,45,0.1334,0.1099,0.0802,0.1467,0.1021,0.0493,0.2270,0.2118,0.2929,0.2929,0.1745,0.2095,0.1072,0.0885,0.0631,0.1012,0.0781,0.0361,0.1777,0.1890
s053,4,46,0.1529,0.1250,0.1006,0.1272,0.1401,0.1335,0.4992,0.5026,0.3031,0.2646,0.1801,0.2424,0.0639,0.0882,0.1098,0.1022,0.0789,0.0520,0.1804,0.1795
s053,4,47,0.1313,0.1131,0.0763,0.1214,0.0992,0.0599,0.1374,0.1498,0.2639,0.2457,0.1451,0.1781,0.0759,0.0994,0.0916,0.0971,0.0583,0.0393,0.1563,0.1771
s053,4,48,0.1240,0.1002,0.0955,0.1583,0.4536,0.3927,0.1992,0.2021,0.5437,0.5384,0.2783,0.3279,0.1320,0.1096,0.0689,0.1074,0.0852,0.0564,0.1861,0.1787
s053,4,49,0.1387,0.1197,0.1051,0.1217,0.0697,0.0589,0.1617,0.1582,0.2625,0.2301,0.3026,0.3941,0.1069,0.1138,0.0921,0.0850,0.0728,0.0556,0.1822,0.1793
s053,4,50,0.1725,0.0912,0.1108,0.1625,0.1074,0.0639,0.1843,0.1825,0.2578,0.2525,0.2010,0.1957,0.0449,0.1132,0.1193,0.1080,0.0496,0.0509,0.2201,0.1795
s053,5,1,0.1791,0.1519,0.0942,0.1293,0.0594,0.0317,0.2129,0.1886,0.3332,0.3625,0.2119,0.2175,0.0555,0.0835,0.0742,0.0845,0.1283,0.0688,0.1884,0.2393
s053,5,2,0.2478,0.1769,0.0781,0.1090,0.0649,0.0604,0.9893,0.9866,0.3286,0.3210,0.2267,0.2320,0.0709,0.0954,0.0784,0.0834,0.0683,0.0636,0.2468,0.2491
s053,5,3,0.1413,0.0962,0.0657,0.1034,0.0356,0.0238,0.1971,0.1852,0.3535,0.3480,0.2066,0.2300,0.0824,0.0861,0.0620,0.0893,0.0826,0.0720,0.2007,0.1764
s053,5,4,0.1936,0.1361,0.0797,0.1169,0.0396,0.0203,0.2265,0.2062,0.3390,0.3369,0.2171,0.2461,0.0901,0.1278,0.0670,0.0621,0.0670,0.0572,0.2094,0.1896
s053,5,5,0.1564,0.1007,0.0918,0.1251,0.0348,0.0140,0.2097,0.2165,0.2992,0.2857,0.2308,0.2554,0.0626,0.0945,0.0721,0.0699,0.0838,0.0767,0.1916,0.1814
s053,5,6,0.1461,0.1224,0.1029,0.1242,0.0815,0.0222,0.1609,0.1954,0.3986,0.3839,0.2617,0.2849,0.0779,0.1082,0.0892,0.0782,0.0538,0.0609,0.1838,0.1885
s053,5,7,0.1173,0.0765,0.0908,0.1272,0.0691,0.0325,0.2066,0.2070,0.3055,0.2974,0.1792,0.2010,0.0879,0.1215,0.0726,0.0547,0.0784,0.0607,0.1698,0.1637
s053,5,8,0.2724,0.1938,0.0621,0.0940,0.0586,0.0301,0.1891,0.1477,0.3664,0.4073,0.2132,0.2266,0.0642,0.1054,0.0573,0.0858,0.0889,0.0135,0.2068,0.2647
s053,5,9,0.3159,0.2758,0.0905,0.1146,0.0504,0.0335,0.1826,0.1944,0.3804,0.3480,0.2301,0.2866,0.0779,0.0906,0.0576,0.0671,0.0871,0.0643,0.1819,0.1996
s053,5,10,0.3117,0.2078,0.5478,0.6185,0.1235,0.1137,0.3573,0.3423,0.3271,0.3221,0.1866,0.2135,0.0766,0.1101,0.0536,0.0597,0.0836,0.0617,0.1725,0.1840
s053,5,11,0.1548,0.1205,0.1005,0.1229,0.0691,0.0238,0.1433,0.1675,0.2878,0.2728,0.2016,0.2243,0.0882,0.1312,0.0404,0.0365,0.0953,0.0920,0.2132,0.1676
s053,5,12,0.1506,0.1005,0.1256,0.1556,0.0443,0.0029,0.1300,0.1374,0.5734,0.5671,0.2499,0.2628,0.0761,0.1183,0.0454,0.0560,0.0958,0.0783,0.1747,0.1584
s053,5,13,0.1086,0.1059,0.0958,0.1376,0.0689,0.0185,0.1362,0.1517,0.3253,0.2886,0.3709,0.4329,0.0950,0.0911,0.0980,0.1080,0.0580,0.0467,0.1788,0.1874
s053,5,14,0.1178,0.1070,0.0797,0.1145,0.0831,0.0277,0.1379,0.1748,0.2767,0.2409,0.1848,0.2487,0.0906,0.0995,0.0352,0.0615,0.0912,0.0440,0.1529,0.1569
s053,5,15,0.1200,0.0802,0.0948,0.1312,0.1064,0.0871,0.1941,0.1849,0.3414,0.3195,0.2549,0.2739,0.0772,0.1175,0.0607,0.0750,0.0849,0.0496,0.1279,0.1816
s053,5,16,0.1344,0.0609,0.0927,0.1340,0.1224,0.0749,0.2025,0.2102,0.2804,0.2777,0.3299,0.3154,0.0521,0.1429,0.0689,0.0415,0.0939,0.0707,0.1812,0.1779
s053,5,17,0.1381,0.0978,0.0927,0.1449,0.0773,0.0306,0.1744,0.1770,0.2578,0.2478,0.2751,0.3255,0.1019,0.1016,0.0288,0.0394,0.0862,0.0451,0.1379,0.1853
s053,5,18,0.1102,0.1229,0.0895,0.1114,0.1013,0.0805,0.1899,0.1978,0.5461,0.5210,0.2662,0.3243,0.0763,0.0829,0.1120,0.1054,0.0686,0.0488,0.1780,0.2012
s053,5,19,0.1339,0.0690,0.1235,0.1647,0.0762,0.0370,0.1637,0.1775,0.2783,0.2596,0.2593,0.2942,0.0568,0.0872,0.0919,0.1006,0.0937,0.0730,0.2565,0.2190
s053,5,20,0.1635,0.1152,0.1311,0.1536,0.0594,0.0166,0.1899,0.2157,0.3281,0.3168,0.2403,0.2664,0.1059,0.1484,0.0557,0.0296,0.0440,0.0361,0.2157,0.2288
s053,5,21,0.1790,0.1283,0.0752,0.1281,0.0681,0.0172,0.1515,0.1730,0.3472,0.3311,0.2155,0.2248,0.0745,0.1166,0.0264,0.0407,0.0854,0.0427,0.1487,0.1510
s053,5,22,0.0973,0.0986,0.1135,0.1280,0.1006,0.0821,0.1791,0.1957,0.3120,0.2978,0.2137,0.2353,0.0333,0.0561,0.0676,0.1050,0.1066,0.0723,0.1777,0.1637
s053,5,23,0.1191,0.1305,0.1095,0.1465,0.0697,0.0227,0.1591,0.1725,0.4051,0.4059,0.2805,0.2850,0.0832,0.1001,0.0412,0.0618,0.0844,0.0620,0.1456,0.1656
s053,5,24,0.0880,0.0949,0.1290,0.1755,0.0929,0.0385,0.1981,0.2150,0.2602,0.2786,0.2284,0.2181,0.0774,0.1170,0.0264,0.0309,0.1137,0.0873,0.1798,0.1653
s053,5,25,0.1197,0.1108,0.1019,0.1330,0.0525,0.0130,0.1639,0.1498,0.4626,0.4914,0.2288,0.2367,0.0895,0.1360,0.0204,0.0259,0.0926,0.0601,0.1872,0.1637
s053,5,26,0.1669,0.1379,0.0863,0.1182,0.0940,0.0368,0.2189,0.2434,0.4332,0.4277,0.2452,0.3087,0.2259,0.2096,0.0831,0.0937,0.0715,0.0883,0.2826,0.2565
s053,5,27,0.1666,0.1255,0.0847,0.1248,0.0923,0.0380,0.2023,0.2115,0.3493,0.3482,0.1978,0.2350,0.1219,0.1257,0.0639,0.0605,0.0613,0.0403,0.3395,0.3936
s053,5,28,0.1255,0.0859,0.1100,0.1636,0.0794,0.0248,0.2000,0.1986,0.2994,0.3044,0.2408,0.2730,0.1119,0.1330,0.0797,0.0832,0.0570,0.0549,0.2584,0.2372
s053,5,29,0.1671,0.1368,0.1061,0.1277,0.0902,0.0459,0.6111,0.6665,0.3348,0.2910,0.2540,0.2960,0.0818,0.0956,0.0864,0.1098,0.0881,0.0316,0.1811,0.1935
s053,5,30,0.2848,0.2484,0.1327,0.1464,0.0860,0.0786,0.2751,0.2514,0.3119,0.3285,0.2105,0.2538,0.1428,0.1447,0.0750,0.1038,0.1090,0.0767,0.2805,0.2689
s053,5,31,0.2054,0.1366,0.0976,0.1226,0.0913,0.0652,0.2247,0.2208,0.3232,0.3319,0.2269,0.2485,0.0956,0.1276,0.0987,0.1127,0.0657,0.0583,0.2091,0.1908
s053,5,32,0.1550,0.1196,0.1161,0.1658,0.1037,0.0615,0.2480,0.2461,0.3205,0.3086,0.2659,0.3166,0.1007,0.1144,0.0684,0.0779,0.0783,0.0667,0.2252,0.1867
s053,5,33,0.4131,0.3459,0.1027,0.1217,0.0955,0.1018,0.2714,0.2527,0.2855,0.2884,0.2456,0.2683,0.0909,0.1263,0.0874,0.0890,0.0715,0.0541,0.1928,0.1800
s053,5,34,0.1808,0.1479,0.0945,0.1130,0.0813,0.0625,0.6556,0.6506,0.2968,0.2815,0.2345,0.2859,0.1312,0.1484,0.0670,0.0735,0.0716,0.0427,0.1503,0.1524
s053,5,35,0.1376,0.0872,0.0966,0.1396,0.0895,0.0389,0.1955,0.2031,0.3503,0.3487,0.3951,0.3696,0.0708,0.1298,0.0997,0.1349,0.0694,0.0562,0.2503,0.2254
s053,5,36,0.1355,0.0846,0.0963,0.1462,0.0855,0.0283,0.1754,0.1933,0.4788,0.4733,0.2583,0.2783,0.0811,0.1078,0.0787,0.0966,0.0725,0.0456,0.1922,0.1951
