subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s048,7,2,0.0689,0.1806,0.1117,0.0887,0.0697,-0.019,0.0844,0.1095,0.0251,0.0942,0.2709,0.1767,0.0871,0.4815,0.3944,0.091,0.1332,0.0422,0.0744,0.1436,0.0692,0.0776,0.0974,0.0198,0.0818,0.1087,0.0269,0.081,0.189,0.108,0.091
s048,7,3,0.0884,0.2165,0.1281,0.0903,0.0855,-0.0048,0.0797,0.1066,0.0269,0.1147,0.3228,0.2081,0.0744,0.4753,0.4009,0.09,0.1214,0.0314,0.0675,0.1525,0.085,0.0884,0.2942,0.2058,0.0499,0.4099,0.36,0.0641,0.1779,0.1138,0.0794
s048,7,4,0.0979,0.1714,0.0735,0.0866,0.0794,-0.0072,0.09,0.1027,0.0127,0.096,0.2355,0.1395,0.1026,0.3943,0.2917,0.0847,0.1781,0.0934,0.0612,0.1314,0.0702,0.1021,0.1,-0.0021,0.1037,0.1245,0.0208,0.0929,0.217,0.1241,0.1042
s048,7,5,0.0686,0.1648,0.0962,0.0831,0.0678,-0.0153,0.086,0.1127,0.0267,0.114,0.3084,0.1944,0.0934,0.416,0.3226,0.0813,0.1433,0.062,0.0702,0.1386,0.0684,0.0871,0.1048,0.0177,0.1089,0.3038,0.1949,0.0293,0.2969,0.2676,0.0889
s048,7,6,0.0828,0.1779,0.0951,0.0853,0.0631,-0.0222,0.0948,0.1241,0.0293,0.1016,0.2348,0.1332,0.1018,0.4125,0.3107,0.0871,0.1375,0.0504,0.0794,0.151,0.0716,0.0939,0.1043,0.0104,0.1008,0.1361,0.0353,0.0836,0.1911,0.1075,0.0818
s048,7,7,0.0715,0.1764,0.1049,0.1034,0.1058,0.0024,0.0697,0.1132,0.0435,0.0979,0.2453,0.1474,0.0823,0.3894,0.3071,0.0797,0.1423,0.0626,0.0805,0.1436,0.0631,0.0921,0.0839,-0.0082,0.105,0.1169,0.0119,0.09,0.1949,0.1049,0.0923
s048,7,8,0.0712,0.1392,0.068,0.0887,0.0826,-0.0061,0.0768,0.1014,0.0246,0.0939,0.2205,0.1266,0.0786,0.3964,0.3178,0.0944,0.1688,0.0744,0.081,0.1349,0.0539,0.0815,0.0984,0.0169,0.0747,0.1243,0.0496,0.0878,0.1882,0.1004,0.1013
s048,7,9,0.0979,0.1503,0.0524,0.0908,0.0731,-0.0177,0.0729,0.1157,0.0428,0.1084,0.332,0.2236,0.0654,0.3772,0.3118,0.0726,0.1373,0.0647,0.0551,0.1522,0.0971,0.0781,0.1056,0.0275,0.0968,0.1548,0.058,0.0873,0.1887,0.1014,0.0799
s048,7,10,0.1008,0.1416,0.0408,0.0934,0.0789,-0.0145,0.0683,0.1203,0.052,0.1126,0.2845,0.1719,0.0894,0.4875,0.3981,0.0839,0.1367,0.0528,0.0639,0.1568,0.0929,0.0881,0.09,0.0019,0.0789,0.1158,0.0369,0.0926,0.1895,0.0969,0.086
s048,8,1,0.0702,0.1595,0.0893,0.0958,0.0583,-0.0375,0.075,0.1033,0.0283,0.0971,0.2232,0.1261,0.0844,0.3508,0.2664,0.0895,0.1354,0.0459,0.0744,0.1299,0.0555,0.0939,0.0926,-0.0013,0.0855,0.1158,0.0303,0.0733,0.184,0.1107,0.082
s048,8,2,0.0599,0.1854,0.1255,0.0694,0.0705,0.0011,0.0475,0.0868,0.0393,0.1074,0.2569,0.1495,0.0844,0.3659,0.2815,0.0799,0.1588,0.0789,0.0818,0.1476,0.0658,0.0929,0.0874,-0.0055,0.0902,0.1403,0.0501,0.0849,0.1842,0.0993,0.0818
s048,8,3,0.0781,0.1711,0.093,0.0749,0.0879,0.013,0.0591,0.109,0.0499,0.082,0.3151,0.2331,0.0675,0.3703,0.3028,0.071,0.1871,0.1161,0.0776,0.118,0.0404,0.0823,0.0982,0.0159,0.0686,0.1198,0.0512,0.0968,0.1948,0.098,0.0813
s048,8,4,0.0929,0.279,0.1861,0.0739,0.0821,0.0082,0.0573,0.1059,0.0486,0.0913,0.2537,0.1624,0.0865,0.4244,0.3379,0.0966,0.1639,0.0673,0.0757,0.1349,0.0592,0.0876,0.0995,0.0119,0.0881,0.1395,0.0514,0.0828,0.1813,0.0985,0.096
s048,8,5,0.1029,0.2339,0.131,0.0752,0.0913,0.0161,0.0617,0.095,0.0333,0.1071,0.2611,0.154,0.0778,0.3714,0.2936,0.0826,0.1831,0.1005,0.0768,0.1138,0.037,0.0834,0.1119,0.0285,0.0907,0.144,0.0533,0.0852,0.189,0.1038,0.0923
s048,8,6,0.024,0.333,0.309,0.0765,0.09,0.0135,0.0475,0.091,0.0435,0.0989,0.2057,0.1068,0.0834,0.4145,0.3311,0.0797,0.1497,0.07,0.0784,0.1133,0.0349,0.0921,0.1164,0.0243,0.0971,0.1301,0.033,0.0855,0.1906,0.1051,0.0921
s048,8,7,0.1084,0.2141,0.1057,0.0718,0.0704,-0.0014,0.0703,0.1131,0.0428,0.1163,0.2368,0.1205,0.0791,0.3546,0.2755,0.0939,0.1549,0.061,0.0794,0.1449,0.0655,0.0926,0.1122,0.0196,0.0939,0.1403,0.0464,0.0847,0.1816,0.0969,0.0923
s048,8,8,0.1042,0.1917,0.0875,0.0879,0.0744,-0.0135,0.0605,0.1238,0.0633,0.1198,0.3126,0.1928,0.0673,0.3725,0.3052,0.0987,0.1979,0.0992,0.0855,0.1267,0.0412,0.0852,0.1045,0.0193,0.0857,0.1224,0.0367,0.09,0.4203,0.3303,0.0496
s048,8,9,0.0704,0.2599,0.1895,0.0778,0.0842,0.0064,0.0699,0.1098,0.0399,0.1018,0.2252,0.1234,0.0802,0.4711,0.3909,0.1002,0.2258,0.1256,0.0776,0.1162,0.0386,0.0836,0.1103,0.0267,0.0815,0.13,0.0485,0.0944,0.1995,0.1051,0.1013
s048,8,10,0.0934,0.2299,0.1365,0.1195,0.1412,0.0217,0.0343,0.1675,0.1332,0.0979,0.2245,0.1266,0.0757,0.3467,0.271,0.091,0.4346,0.3436,0.0871,0.2903,0.2032,0.0966,0.0845,-0.0121,0.0839,0.1543,0.0704,0.0918,0.1735,0.0817,0.1031
s049,1,1,0.0952,1.2581,1.1629,0.1327,0.6037,0.471,0.0981,0.6822,0.5841,0.1664,1.5152,1.3488,0.1443,1.9344,1.7901,0.0881,1.9172,1.8291,0.086,0.8028,0.7168,0.1517,0.8086,0.6569,0.1031,1.9514,1.8483,0.0818,2.4882,2.4064,0.0955
s049,1,2,0.1063,0.7312,0.6249,0.1092,0.4135,0.3043,0.1031,0.7402,0.6371,0.1366,2.5613,2.4247,0.1256,2.4896,2.364,0.0894,1.024,0.9346,0.1018,0.417,0.3152,0.1409,0.9458,0.8049,0.1111,1.1327,1.0216,0.0776,1.5521,1.4745,0.0889
s049,1,3,0.0673,1.3504,1.2831,0.1274,0.2253,0.0979,0.0791,1.2642,1.1851,0.1242,3.022,2.8978,0.1153,1.3434,1.2281,0.0913,0.9613,0.87,0.0931,0.7701,0.677,0.1693,0.5167,0.3474,0.1153,1.0335,0.9182,0.0733,0.8187,0.7454,0.0836
s049,1,4,0.1055,0.5928,0.4873,0.1021,0.3284,0.2263,0.0973,0.6825,0.5852,0.1414,0.9921,0.8507,0.1224,1.7018,1.5794,0.0755,0.936,0.8605,0.0929,0.262,0.1691,0.1422,0.3335,0.1913,0.072,0.4599,0.3879,0.0897,0.8762,0.7865,0.0886
s049,1,5,0.0878,2.0341,1.9463,0.1161,0.2161,0.1,0.076,0.8637,0.7877,0.1422,1.4038,1.2616,0.0966,2.2071,2.1105,0.1351,0.9107,0.7756,0.0546,0.2034,0.1488,0.1923,0.561,0.3687,0.0807,1.1624,1.0817,0.0718,2.1739,2.1021,0.0673
s049,1,6,0.0805,0.5543,0.4738,0.129,0.5338,0.4048,0.0973,0.6292,0.5319,0.1271,0.7294,0.6023,0.0773,2.7414,2.6641,0.0881,1.4618,1.3737,0.1076,0.6124,0.5048,0.1627,0.3273,0.1646,0.0694,0.5058,0.4364,0.0644,0.8396,0.7752,0.0736
s049,1,7,0.0726,2.0477,1.9751,0.1068,0.297,0.1902,0.0778,0.6203,0.5425,0.1216,2.9472,2.8256,0.0794,8.3702,8.2908,0.0826,2.6604,2.5778,0.1153,0.3282,0.2129,0.0955,0.4919,0.3964,0.0955,0.697,0.6015,0.0718,1.9353,1.8635,0.0815
s049,1,8,0.0681,3.5054,3.4373,0.1419,0.9742,0.8323,0.0715,25.9873,25.9158,0.1438,1.0712,0.9274,0.0926,1.6287,1.5361,0.0947,1.0457,0.951,0.0849,0.2482,0.1633,0.1385,0.2725,0.134,0.0689,0.4436,0.3747,0.0718,0.7399,0.6681,0.0805
s049,1,9,0.061,3.5769,3.5159,0.1176,0.2513,0.1337,0.0755,0.4603,0.3848,0.1256,0.8534,0.7278,0.0805,2.1045,2.024,0.096,1.0671,0.9711,0.0902,0.2372,0.147,0.1725,0.2709,0.0984,0.0726,0.4634,0.3908,0.0712,1.2881,1.2169,0.0694
s049,1,10,0.0691,1.5215,1.4524,0.1053,0.2327,0.1274,0.066,0.4165,0.3505,0.1295,1.4965,1.367,0.0807,1.8565,1.7758,0.1271,1.4037,1.2766,0.0657,0.4964,0.4307,0.1765,0.2979,0.1214,0.0665,0.5631,0.4966,0.0739,0.8947,0.8208,0.0752
s049,2,1,0.1058,0.424,0.3182,0.1116,0.5499,0.4383,0.0947,0.7703,0.6756,0.1192,1.9132,1.794,0.0604,1.0607,1.0003,0.0836,1.0702,0.9866,0.0981,0.2715,0.1734,0.1427,0.6573,0.5146,0.0923,0.6392,0.5469,0.0694,0.8731,0.8037,0.0847
s049,2,2,0.0784,0.9578,0.8794,0.1356,0.6003,0.4647,0.0918,0.5335,0.4417,0.1337,1.2228,1.0891,0.0715,1.5009,1.4294,0.1498,1.0483,0.8985,0.1198,0.3108,0.191,0.1548,0.2778,0.123,0.0762,0.4575,0.3813,0.0704,0.8279,0.7575,0.091
s049,2,3,0.077,0.4688,0.3918,0.1245,0.3355,0.211,0.0741,0.3674,0.2933,0.1374,1.2919,1.1545,0.0736,1.6504,1.5768,0.0673,1.3576,1.2903,0.0749,0.2274,0.1525,0.1535,0.3318,0.1783,0.0765,0.4127,0.3362,0.0805,1.2512,1.1707,0.0715
s049,2,4,0.0784,0.4517,0.3733,0.1171,0.2477,0.1306,0.0749,0.4478,0.3729,0.1174,2.9907,2.8733,0.1076,1.4222,1.3146,0.1445,1.0899,0.9454,0.1002,0.1915,0.0913,0.144,0.2163,0.0723,0.0733,0.4541,0.3808,0.066,0.7486,0.6826,0.0704
s049,2,5,0.0657,1.5076,1.4419,0.1211,0.2266,0.1055,0.0649,0.3737,0.3088,0.1084,1.6002,1.4918,0.0805,1.3266,1.2461,0.1398,2.3009,2.1611,0.0963,0.2894,0.1931,0.1372,0.1903,0.0531,0.0749,0.3977,0.3228,0.0662,0.7443,0.6781,0.0786
s049,2,6,0.0778,0.4198,0.342,0.129,0.2524,0.1234,0.0839,0.5407,0.4568,0.1256,0.7068,0.5812,0.082,2.1761,2.0941,0.1195,1.166,1.0465,0.1068,0.1886,0.0818,0.1369,0.2485,0.1116,0.0805,0.417,0.3365,0.0673,0.7768,0.7095,0.0813
s049,2,7,0.0871,0.3861,0.299,0.1269,0.225,0.0981,0.0923,0.5027,0.4104,0.1828,1.2094,1.0266,0.1279,1.4286,1.3007,0.0718,1.2614,1.1896,0.0731,0.1908,0.1177,0.129,0.2206,0.0916,0.0844,0.4633,0.3789,0.0733,2.09,2.0167,0.0723
s049,2,8,0.0549,1.6051,1.5502,0.1203,0.1942,0.0739,0.0871,0.3084,0.2213,0.1422,0.8592,0.717,0.0834,1.0694,0.986,0.1248,0.9265,0.8017,0.0813,0.1684,0.0871,0.1292,0.2369,0.1077,0.072,0.3716,0.2996,0.0799,1.2688,1.1889,0.0723
s049,2,9,0.0849,0.512,0.4271,0.1271,0.2023,0.0752,0.0731,0.3693,0.2962,0.1147,1.6779,1.5632,0.1031,1.1786,1.0755,0.1195,0.9133,0.7938,0.0726,0.1882,0.1156,0.1343,0.2768,0.1425,0.0762,0.4288,0.3526,0.0823,1.0141,0.9318,0.0646
s049,2,10,0.091,0.5999,0.5089,0.1248,0.2026,0.0778,0.0842,0.3137,0.2295,0.1219,2.5978,2.4759,0.1018,1.2147,1.1129,0.1159,0.9759,0.86,0.0781,0.2288,0.1507,0.1221,0.1899,0.0678,0.0755,0.4478,0.3723,0.0831,1.0402,0.9571,0.0884
s049,3,1,0.1105,0.5442,0.4337,0.1403,0.3608,0.2205,0.1045,0.3696,0.2651,0.1361,0.8544,0.7183,0.0918,0.7485,0.6567,0.1399,1.3519,1.212,0.0942,0.2277,0.1335,0.1783,0.4286,0.2503,0.077,0.6102,0.5332,0.0773,0.7757,0.6984,0.0744
s049,3,2,0.0813,0.8083,0.727,0.1382,0.4407,0.3025,0.0873,0.5609,0.4736,0.1601,0.6635,0.5034,0.1208,0.829,0.7082,0.148,1.2851,1.1371,0.1385,0.2604,0.1219,0.1677,0.4573,0.2896,0.081,0.6356,0.5546,0.0786,0.8889,0.8103,0.0594
s049,3,3,0.0828,0.6128,0.53,0.1374,0.4096,0.2722,0.0902,0.6158,0.5256,0.1256,0.9093,0.7837,0.1031,0.9362,0.8331,0.1604,1.0831,0.9227,0.0971,0.2504,0.1533,0.1472,0.2802,0.133,0.0493,0.4032,0.3539,0.0673,0.9374,0.8701,0.0641
s049,3,4,0.0834,0.437,0.3536,0.1298,0.3181,0.1883,0.0791,0.4789,0.3998,0.1453,0.8802,0.7349,0.0923,0.7733,0.681,0.1343,0.4178,0.2835,0.0897,0.2164,0.1267,0.1601,0.3123,0.1522,0.072,0.3808,0.3088,0.0623,0.6666,0.6043,0.071
s049,3,5,0.0715,0.7257,0.6542,0.1147,0.3326,0.2179,0.0815,0.6625,0.581,0.1361,0.735,0.5989,0.1129,0.7783,0.6654,0.1535,0.4188,0.2653,0.0657,0.2177,0.152,0.1717,0.3986,0.2269,0.0712,0.4488,0.3776,0.0726,0.7705,0.6979,0.0694
s049,3,6,0.0699,0.4767,0.4068,0.1071,0.2749,0.1678,0.0902,0.4043,0.3141,0.1279,0.5794,0.4515,0.0876,0.6478,0.5602,0.1251,0.3406,0.2155,0.0691,0.1947,0.1256,0.1596,0.4128,0.2532,0.0704,0.4536,0.3832,0.0726,0.7948,0.7222,0.0678
s049,3,7,0.0749,0.5023,0.4274,0.1129,0.3484,0.2355,0.0826,0.3985,0.3159,0.115,0.5214,0.4064,0.1016,0.7402,0.6386,0.1229,0.3769,0.254,0.0831,0.2583,0.1752,0.1699,0.3664,0.1965,0.071,0.4096,0.3386,0.0594,0.6373,0.5779,0.0631
s049,3,8,0.0723,0.4042,0.3319,0.1229,0.2622,0.1393,0.0623,0.4342,0.3719,0.1092,0.514,0.4048,0.0955,1.1027,1.0072,0.1285,0.3661,0.2376,0.0889,0.2245,0.1356,0.1614,0.3403,0.1789,0.0549,0.4618,0.4069,0.0704,1.3084,1.238,0.0755
s049,3,9,0.0784,0.3821,0.3037,0.1358,0.3932,0.2574,0.0892,0.4083,0.3191,0.1406,0.6614,0.5208,0.0944,0.6514,0.557,0.1419,0.431,0.2891,0.0926,0.218,0.1254,0.1757,0.3084,0.1327,0.0683,0.3607,0.2924,0.0744,0.8467,0.7723,0.0818
s049,3,10,0.0789,0.4071,0.3282,0.1198,0.316,0.1962,0.0892,0.3297,0.2405,0.124,0.5209,0.3969,0.1082,0.9403,0.8321,0.1364,0.6286,0.4922,0.1071,0.2847,0.1776,0.1699,0.3677,0.1978,0.0762,0.4401,0.3639,0.0715,0.6228,0.5513,0.0749
s049,4,1,0.1216,0.7006,0.579,0.1498,0.98,0.8302,0.1271,0.6081,0.481,0.153,0.9193,0.7663,0.1005,1.1053,1.0048,0.1465,1.1357,0.9892,0.1132,0.4073,0.2941,0.1445,0.5,0.3555,0.1053,0.556,0.4507,0.0826,1.5487,1.4661,0.081
s049,4,2,0.0815,0.5368,0.4553,0.1361,0.5312,0.3951,0.0971,0.5971,0.5,0.1374,0.5514,0.414,0.0918,0.9874,0.8956,0.1451,0.498,0.3529,0.1045,0.3364,0.2319,0.1601,0.4154,0.2553,0.09,0.5172,0.4272,0.0607,1.2299,1.1692,0.0728
s049,4,3,0.0776,0.6416,0.564,0.1118,0.3468,0.235,0.0744,0.6786,0.6042,0.1493,1.4098,1.2605,0.1074,3.8578,3.7504,0.1519,1.1348,0.9829,0.1153,0.3216,0.2063,0.1203,0.3464,0.2261,0.0823,0.6854,0.6031,0.095,1.079,0.984,0.0834
s049,4,4,0.1229,0.8011,0.6782,0.1192,0.4333,0.3141,0.1271,0.5013,0.3742,0.1485,0.5826,0.4341,0.1219,0.7926,0.6707,0.1464,0.3788,0.2324,0.1163,0.2485,0.1322,0.2039,0.359,0.1551,0.0794,0.4583,0.3789,0.0691,0.6718,0.6027,0.0794
s049,4,5,0.1008,0.5287,0.4279,0.114,0.2612,0.1472,0.0894,0.4291,0.3397,0.1332,0.4067,0.2735,0.0749,0.6684,0.5935,0.1322,0.2997,0.1675,0.1018,0.3026,0.2008,0.1709,0.3073,0.1364,0.0668,0.4442,0.3774,0.0712,0.6307,0.5595,0.0739
s049,4,6,0.0762,0.4179,0.3417,0.1161,0.1902,0.0741,0.0728,0.2464,0.1736,0.1021,0.3858,0.2837,0.0923,0.5966,0.5043,0.1359,0.258,0.1221,0.0966,0.3301,0.2335,0.1577,0.2817,0.124,0.0765,0.3502,0.2737,0.0784,0.636,0.5576,0.0797
s049,4,7,0.0942,0.5791,0.4849,0.1024,0.2124,0.11,0.1118,0.2405,0.1287,0.1701,0.3724,0.2023,0.1026,0.6177,0.5151,0.1248,0.2918,0.167,0.1227,0.1787,0.056,0.1799,0.3385,0.1586,0.0839,0.3376,0.2537,0.1002,0.7657,0.6655,0.0797
s049,4,8,0.0802,0.7275,0.6473,0.119,0.2733,0.1543,0.0768,0.4729,0.3961,0.1567,0.6477,0.491,0.1324,0.6783,0.5459,0.1482,0.3247,0.1765,0.1079,0.2008,0.0929,0.173,0.3194,0.1464,0.0665,0.4359,0.3694,0.0733,0.6304,0.5571,0.062
s049,4,9,0.0868,0.4261,0.3393,0.1348,0.2087,0.0739,0.0847,0.2008,0.1161,0.1271,0.5182,0.3911,0.0989,0.5811,0.4822,0.1298,0.2788,0.149,0.1013,0.1584,0.0571,0.1601,0.2606,0.1005,0.0762,0.3599,0.2837,0.0662,0.8387,0.7725,0.0797
s049,4,10,0.0765,2.3282,2.2517,0.1076,0.231,0.1234,0.0702,0.2656,0.1954,0.1097,0.3597,0.25,0.1356,0.5932,0.4576,0.1354,0.3213,0.1859,0.0934,0.4933,0.3999,0.1654,0.3472,0.1818,0.0733,0.5116,0.4383,0.0731,1.5782,1.5051,0.1221
s049,5,1,0.1124,0.4438,0.3314,0.1016,0.2419,0.1403,0.0776,0.2403,0.1627,0.1092,0.7194,0.6102,0.095,0.6552,0.5602,0.1072,0.2386,0.1314,0.1034,0.2931,0.1897,0.1353,0.3218,0.1865,0.0596,0.4691,0.4095,0.0599,1.0421,0.9822,0.0726
s049,5,2,0.0712,0.4205,0.3493,0.114,0.2071,0.0931,0.0675,0.1952,0.1277,0.1118,0.3908,0.279,0.0905,0.6022,0.5117,0.1085,0.2884,0.1799,0.0944,0.2113,0.1169,0.1274,0.249,0.1216,0.0615,0.2959,0.2344,0.0726,0.6463,0.5737,0.0752
s049,5,3,0.0847,0.3897,0.305,0.1111,0.1974,0.0863,0.0438,0.1704,0.1266,0.1311,0.4064,0.2753,0.0834,0.5118,0.4284,0.1053,0.2377,0.1324,0.0865,0.1981,0.1116,0.1132,0.205,0.0918,0.0678,0.3207,0.2529,0.0707,0.618,0.5473,0.0786
s049,5,4,0.0728,0.3858,0.313,0.1169,0.1931,0.0762,0.0588,0.1427,0.0839,0.1092,0.2645,0.1553,0.09,0.8543,0.7643,0.1548,0.5534,0.3986,0.0939,0.7419,0.648,0.1279,0.2218,0.0939,0.0718,0.4275,0.3557,0.0607,0.4656,0.4049,0.0662
s049,5,5,0.0755,0.4204,0.3449,0.1153,0.1739,0.0586,0.0662,0.1664,0.1002,0.1198,0.2598,0.14,0.0823,0.8416,0.7593,0.1145,0.3123,0.1978,0.096,0.2071,0.1111,0.1517,0.2654,0.1137,0.0723,0.3434,0.2711,0.0768,0.5772,0.5004,0.0765
s049,5,6,0.076,0.5759,0.4999,0.1163,0.1833,0.067,0.0765,0.9544,0.8779,0.115,0.4146,0.2996,0.0826,0.6571,0.5745,0.123,0.3593,0.2363,0.0968,0.2084,0.1116,0.1791,0.2678,0.0887,0.0707,0.3497,0.279,0.0683,0.8242,0.7559,0.0773
s049,5,7,0.0828,0.4559,0.3731,0.1195,0.1723,0.0528,0.0728,0.1686,0.0958,0.1134,0.3481,0.2347,0.0934,0.5793,0.4859,0.1116,0.2118,0.1002,0.0918,0.1673,0.0755,0.1424,0.2063,0.0639,0.0747,0.2978,0.2231,0.0765,0.5094,0.4329,0.0728
s049,5,8,0.0791,0.4195,0.3404,0.1234,0.1799,0.0565,0.0625,0.5085,0.446,0.1198,1.004,0.8842,0.0855,0.5819,0.4964,0.1256,0.2802,0.1546,0.1055,0.2016,0.0961,0.1683,0.3063,0.138,0.0675,0.4994,0.4319,0.0886,0.5777,0.4891,0.0712
s049,5,9,0.0881,0.3309,0.2428,0.1129,0.1857,0.0728,0.0551,0.1627,0.1076,0.1063,0.2582,0.1519,0.0831,0.628,0.5449,0.1214,0.2491,0.1277,0.0857,0.2055,0.1198,0.13,0.2245,0.0945,0.0617,0.2982,0.2365,0.0828,0.507,0.4242,0.0865
s049,5,10,0.076,0.4485,0.3725,0.1208,0.1981,0.0773,0.0697,0.143,0.0733,0.1324,0.3624,0.23,0.0997,0.585,0.4853,0.1114,0.2098,0.0984,0.0902,0.1794,0.0892,0.1435,0.2348,0.0913,0.0752,0.3141,0.2389,0.072,0.458,0.386,0.0773
s049,6,1,0.0902,0.4604,0.3702,0.1372,0.2541,0.1169,0.0794,0.2891,0.2097,0.1445,0.5029,0.3584,0.0923,1.7205,1.6282,0.1398,0.7377,0.5979,0.1018,0.5726,0.4708,0.1467,0.348,0.2013,0.086,0.5662,0.4802,0.0794,0.8274,0.748,0.0739
s049,6,2,0.0868,0.4659,0.3791,0.1351,0.3777,0.2426,0.0794,0.3753,0.2959,0.1453,0.544,0.3987,0.1174,0.8002,0.6828,0.1208,0.3149,0.1941,0.0931,0.248,0.1549,0.1496,0.2697,0.1201,0.0633,0.3544,0.2911,0.0644,1.2726,1.2082,0.071
s049,6,3,0.0813,0.4204,0.3391,0.1393,0.2583,0.119,0.0557,0.2166,0.1609,0.1387,0.3515,0.2128,0.1084,1.1929,1.0845,0.1084,0.4207,0.3123,0.0944,0.2079,0.1135,0.1422,0.2317,0.0895,0.0691,0.3608,0.2917,0.0578,1.2135,1.1557,0.0736
s049,6,4,0.0733,0.3739,0.3006,0.1366,0.3803,0.2437,0.0715,0.2205,0.149,0.1256,0.413,0.2874,0.0979,0.5832,0.4853,0.1132,0.1992,0.086,0.0865,0.1847,0.0982,0.1353,0.2263,0.091,0.0739,0.3252,0.2513,0.0707,0.6268,0.5561,0.0736
s049,6,5,0.0749,0.6763,0.6014,0.1285,0.234,0.1055,0.0522,0.2437,0.1915,0.1303,0.3007,0.1704,0.1082,0.5853,0.4771,0.1351,0.3023,0.1672,0.1063,0.2124,0.1061,0.1129,0.2229,0.11,0.0741,0.2975,0.2234,0.0752,0.645,0.5698,0.076
s049,6,6,0.086,0.3713,0.2853,0.106,0.1799,0.0739,0.062,0.1907,0.1287,0.1124,0.2785,0.1661,0.096,0.5935,0.4975,0.089,0.2008,0.1118,0.0807,0.2005,0.1198,0.115,0.2308,0.1158,0.0628,0.4362,0.3734,0.0704,0.7227,0.6523,0.0712
s049,6,7,0.0747,0.4132,0.3385,0.1037,0.1815,0.0778,0.0739,0.2068,0.1329,0.1292,0.2993,0.1701,0.1026,0.5903,0.4877,0.1106,0.181,0.0704,0.0931,0.1707,0.0776,0.1314,0.2185,0.0871,0.0784,0.3352,0.2568,0.0765,0.5004,0.4239,0.0694
s049,6,8,0.0773,0.3626,0.2853,0.1287,0.1759,0.0472,0.0586,0.1855,0.1269,0.1237,0.2516,0.1279,0.1176,0.7372,0.6196,0.1483,0.3213,0.173,0.0826,0.1816,0.099,0.1316,0.1905,0.0589,0.0723,0.2972,0.2249,0.0715,0.5405,0.469,0.0683
s049,6,9,0.0813,0.4006,0.3193,0.1163,0.1728,0.0565,0.0625,0.215,0.1525,0.1219,0.3165,0.1946,0.0905,0.5062,0.4157,0.1198,0.1979,0.0781,0.0868,0.1853,0.0985,0.1395,0.1968,0.0573,0.0699,0.2838,0.2139,0.0691,0.4477,0.3786,0.0639
s049,6,10,0.086,0.4994,0.4134,0.1042,0.1723,0.0681,0.0623,0.1799,0.1176,0.1248,0.2793,0.1545,0.0981,0.6219,0.5238,0.1124,0.2208,0.1084,0.0868,0.2414,0.1546,0.1343,0.2211,0.0868,0.0623,0.3039,0.2416,0.0786,1.1631,1.0845,0.0673
s049,7,1,0.0731,0.3679,0.2948,0.1298,0.239,0.1092,0.0855,0.2029,0.1174,0.1248,0.3176,0.1928,0.1055,0.671,0.5655,0.1488,0.3276,0.1788,0.0736,0.21,0.1364,0.1511,0.2648,0.1137,0.0752,0.3608,0.2856,0.0715,0.6552,0.5837,0.0765
s049,7,2,0.081,0.3871,0.3061,0.0984,0.1725,0.0741,0.0702,0.1892,0.119,0.1345,0.3241,0.1896,0.101,0.5842,0.4832,0.1127,0.2696,0.1569,0.0984,0.2108,0.1124,0.1176,0.2055,0.0879,0.077,0.2993,0.2223,0.0718,0.5292,0.4574,0.0683
s049,7,3,0.0836,0.3778,0.2942,0.1229,0.1802,0.0573,0.0646,0.1472,0.0826,0.125,0.2558,0.1308,0.0968,0.5083,0.4115,0.1119,0.1942,0.0823,0.0863,0.1914,0.1051,0.1372,0.2293,0.0921,0.0641,0.3436,0.2795,0.0731,0.5274,0.4543,0.0723
s049,7,4,0.077,0.3417,0.2647,0.1076,0.1939,0.0863,0.0752,0.1691,0.0939,0.0958,0.2466,0.1508,0.0842,0.4867,0.4025,0.1095,0.2111,0.1016,0.0831,0.1937,0.1106,0.1118,0.2305,0.1187,0.0628,0.2975,0.2347,0.0805,0.4404,0.3599,0.077
s049,7,5,0.0741,0.3248,0.2507,0.1055,0.163,0.0575,0.0768,0.147,0.0702,0.1116,0.2282,0.1166,0.0907,0.4702,0.3795,0.0979,0.1923,0.0944,0.0881,0.1942,0.1061,0.1208,0.2435,0.1227,0.0765,0.398,0.3215,0.0755,0.4599,0.3844,0.0747
s049,7,6,0.0747,0.4122,0.3375,0.0968,0.2326,0.1358,0.0781,0.1947,0.1166,0.1002,0.245,0.1448,0.0847,0.4912,0.4065,0.1295,0.2878,0.1583,0.0823,0.2137,0.1314,0.0976,0.254,0.1564,0.0781,0.5673,0.4892,0.0668,0.5124,0.4456,0.0733
s049,7,7,0.0733,1.8625,1.7892,0.1269,0.518,0.3911,0.0791,0.2545,0.1754,0.1161,0.278,0.1619,0.0826,0.4654,0.3828,0.1185,0.214,0.0955,0.081,0.1977,0.1167,0.1147,0.2218,0.1071,0.0668,0.3176,0.2508,0.0702,0.4554,0.3852,0.0773
